Price,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOGL,MSFT,NFLX,TSLA,AAPL,AMZN,GOOGL,MSFT,NFLX,TSLA,AAPL,AMZN,GOOGL,MSFT,NFLX,TSLA,AAPL,AMZN,GOOGL,MSFT,NFLX,TSLA,AAPL,AMZN,GOOGL,MSFT,NFLX,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-02,72.71607971191406,94.90049743652344,68.18681335449219,153.63067626953125,329.80999755859375,28.68400001525879,72.77660582997152,94.90049743652344,68.18681335449219,153.73589024457866,329.9800109863281,28.713333129882812,71.46681974859514,93.2074966430664,67.08132380627873,151.44033118239196,324.7799987792969,28.11400032043457,71.7210264890596,93.75,67.176977721624,151.8707466822009,326.1000061035156,28.299999237060547,135480400,80580000,27278000,22622100,4485800,142981500
2020-01-03,72.0091323852539,93.74849700927734,67.83010864257812,151.7177276611328,325.8999938964844,29.534000396728516,72.77176000550182,94.30999755859375,68.43940351728152,152.98985514697523,329.8599853515625,30.266666412353516,71.78397699623217,93.2249984741211,67.12267404619415,151.1820981081067,325.5299987792969,29.128000259399414,71.9413434276417,93.2249984741211,67.15655543577822,151.43079368259075,326.7799987792969,29.366666793823242,146322800,75288000,23408000,21116200,3806900,266677500
2020-01-06,72.58291625976562,95.14399719238281,69.63805389404297,152.10984802246094,335.8299865722656,30.1026668548584,72.62165386110323,95.18450164794922,69.66345923216974,152.17680899541645,336.3599853515625,30.104000091552734,70.87608272259153,93.0,67.30600805367692,149.69950110777626,321.20001220703125,29.333332061767578,71.12787343706493,93.0,67.33738843542059,150.2447047053625,323.1199951171875,29.364667892456055,118387200,81236000,46768000,20813700,5663100,151995000
2020-01-07,72.2415542602539,95.34300231933594,69.50354766845703,150.72300720214844,330.75,31.270666122436523,72.84923143823697,95.69450378417969,69.92153470711604,152.72205866444048,336.70001220703125,31.441999435424805,72.02123831231323,94.60199737548828,69.32669091744489,150.47432619268653,330.29998779296875,30.224000930786133,72.59260129853506,95.2249984741211,69.77008329725511,152.38729745110476,336.4700012207031,30.760000228881836,108872000,80898000,34330000,21634100,4703200,268231500
2020-01-08,73.40365600585938,94.59850311279297,69.99825286865234,153.12376403808594,339.260009765625,32.80933380126953,73.70628659812324,95.55000305175781,70.3375228813182,153.80287518185904,342.70001220703125,33.232666015625,71.9437663243162,94.3219985961914,69.37999541559134,151.07688560046918,331.04998779296875,31.215333938598633,71.9437663243162,94.9020004272461,69.48909698901235,152.01423732746466,331.489990234375,31.579999923706055,132079200,70160000,35314000,27746500,7104500,467164500
2020-01-09,74.96279907226562,95.05249786376953,70.73309326171875,155.0367431640625,335.6600036621094,32.089332580566406,75.15647966923257,95.89099884033203,71.17598393013975,155.1610909590039,343.4200134277344,33.253334045410156,74.13238261481911,94.79000091552734,70.2558194812113,154.02287079094174,334.6099853515625,31.524667739868164,74.3841659131879,95.49449920654297,70.83970143414861,154.79762177059771,342.0,33.13999938964844,170108400,63346000,33200000,21385000,4709300,426606000
2020-01-10,75.13228607177734,94.15799713134766,71.18992614746094,154.3193817138672,329.04998779296875,31.876667022705078,75.69881710238332,95.34700012207031,71.48784974028622,156.11757929487544,338.5,32.3293342590332,74.62871196378013,94.0,70.72362186567442,154.16634051658735,327.2699890136719,31.579999923706055,75.19765901523964,95.26850128173828,71.21533908846308,155.73499089648777,337.1300048828125,32.11933135986328,140644800,57074000,26258000,20725900,4718300,194392500
2020-01-13,76.73741912841797,94.56500244140625,71.7414321899414,156.17495727539062,338.9200134277344,34.990665435791016,76.76405445807666,94.9000015258789,71.81366484523728,156.20365067390867,340.8500061035156,35.04199981689453,75.33079296168272,94.04000091552734,71.01107809709713,154.2428524045784,331.510009765625,32.79999923706055,75.44942915816804,94.56549835205078,71.50328944184061,154.72109517296084,331.79998779296875,32.900001525878906,121532000,55616000,30730000,21626500,6290000,397764000
